Touristenstellplätze,weiter Unterküfte,kleiner Platz (<80 m2),mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Tennis,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Nordwestschweiz,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
130.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0.53,32.55,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,1,1
130.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0.53,38.55,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,1,1
250.0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0.49,32.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,1,1
250.0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0.49,40.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,1,1
70.0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.0,19.0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,11,0,0
127.0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,28.85,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11,1,1
127.0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,34.65,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,11,1,1
50.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
50.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
5.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,23.6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
298.0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.41,30.6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
298.0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.41,25.6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
43.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.0,37.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
43.0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.0,47.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
43.0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.0,72.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
110.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,32.2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
110.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,26.9,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
90.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.41,27.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
90.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.41,28.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
80.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.59,35.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1
80.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.59,32.08,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,1,1
64.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.52,30.3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1
64.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.52,32.3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1
64.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.52,32.3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1
64.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.52,34.3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1
170.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0.4,30.7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,1
170.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0.4,32.7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,1,1
127.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.55,27.2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,1
80.0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.99,19.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,1,1
80.0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.99,23.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,1,1
160.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0.55,29.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,1,1
160.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0.55,34.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,1,1
160.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0.55,25.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,1,1
160.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0.55,28.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,1,1
190.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,24.4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
190.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,26.4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
190.0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,32.4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
190.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,27.2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
190.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,29.2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
190.0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.6,35.2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
500.0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.33,32.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9,1,1
500.0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.33,35.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9,1,1
40.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.49,32.3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,0,1
40.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.49,34.3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,0,1
70.0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.58,41.3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,1
70.0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.58,50.3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,1
70.0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.58,33.3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,1,1
70.0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.58,43.3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,1,1
106.0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.6,57.3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
106.0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.6,68.3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
106.0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.6,39.3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
106.0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.6,50.3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
287.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,53.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
287.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,35.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
287.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,38.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
287.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,42.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
287.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,94.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
287.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,62.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
287.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,69.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
287.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.61,115.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
110.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,59.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
110.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,84.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
110.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,69.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
110.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,98.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
110.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,89.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
110.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1.0,118.4,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
583.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,56.3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
583.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,54.8,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
583.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,80.3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
583.0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,101.8,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
583.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,37.3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
583.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,40.3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
583.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,46.8,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
583.0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.68,54.3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
245.0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.67,67.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
245.0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.67,57.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
245.0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.67,44.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
245.0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.67,34.0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
149.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.6,35.5,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
149.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.6,47.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
200.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0.58,39.8,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,0,1
200.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0.58,54.8,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,0,1
95.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,26.1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
95.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,37.6,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
95.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,34.1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
95.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,43.6,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
95.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,39.1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
95.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.58,47.6,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
127.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,52.2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
127.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,62.7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
127.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,48.2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
127.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,56.7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
127.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,43.2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
127.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,49.7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
127.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,36.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,1,1
35.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0.99,32.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,1,0
30.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.91,28.65,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,0
30.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.91,36.65,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,0
30.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.91,34.65,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,0
30.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.91,42.65,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,0
127.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26.3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
127.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,35.3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
120.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,34.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
60.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,32.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
60.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,38.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
60.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,42.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
60.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,51.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
30.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33.1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,1
30.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,40.1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,1
60.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.47,38.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
60.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.47,45.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
127.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,34.3,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
127.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,46.3,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
127.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,44.3,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
127.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,56.3,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
