Touristenstellplätze,weiter Unterküfte,kleiner Platz (<80 m2),mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Tennis,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Nordwestschweiz,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
100.0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0.83,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,1,0
20.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,34.5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,0
50.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,30.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
50.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,33.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
84.0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,43.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,11,1,1
20.0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,36.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,9,1,1
20.0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,50.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,9,1,1
20.0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,28.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,1,1
20.0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,42.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,1,1
50.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,34.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11,0,1
50.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,38.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11,0,1
50.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,31.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1
50.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,35.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1
66.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0.6,33.5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,1
66.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0.6,44.5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,1
10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,18.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,8,1,1
18.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,32.5,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,0,1
6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
35.0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,34.5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,0,1
35.0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.0,26.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1
35.0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.0,21.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1
35.0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.0,41.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1
35.0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.0,36.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1
150.0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3,27.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
150.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3,31.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
150.0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3,31.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
150.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3,36.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
80.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,40.4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
80.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,48.4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
44.0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,35.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,10,0,0
250.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1.0,35.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
250.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1.0,40.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
250.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1.0,41.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
250.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1.0,46.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
127.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,32.5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
127.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,37.5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
110.0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0.33,34.5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,5,1,1
127.0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,31.6,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
50.0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.58,36.8,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
50.0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.58,33.8,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
70.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,36.8,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
70.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,33.8,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
30.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.69,27.0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1
30.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.69,30.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,1
127.0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.46,35.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,5,1,1
60.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,31.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
115.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,37.0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,1
115.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,50.0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,1
120.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,34.6,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,1
120.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,31.5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,1
40.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.5,27.2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
40.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.5,22.1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1
55.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0.99,73.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,0,1
55.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0.99,65.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,0,1
30.0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0,1
30.0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,1
15.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47,32.0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1
15.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47,29.0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1
100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,26.2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,29.2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
60.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,26.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
60.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,29.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
70.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0.58,26.2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,1,1
70.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0.58,29.2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,8,1,1
50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,25.0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9,1,0
50.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,45.0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9,1,0
20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22.4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,7,1,1
47.0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1.0,30.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
47.0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1.0,35.36,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
15.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,22.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,0,1
15.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,21.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,1
10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,1
25.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,23.6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,1,1
20.0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.58,25.5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,1,0
20.0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.58,34.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,1,0
70.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,33.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1
70.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,48.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1
70.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,30.4,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1
70.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,43.9,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1
23.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.5,29.7,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,0,1
30.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0.58,23.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,11,1,1
20.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,32.5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,5,0,0
20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,11,1,0
50.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,27.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
50.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,37.0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
60.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,20.5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,10,1,0
16.0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0.56,40.5,1,5,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9,1,1
16.0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0.56,48.5,1,5,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9,1,1
15.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.58,34.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,9,1,1
12.0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.58,34.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,10,1,1
50.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,22.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8,1,0
50.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,23.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8,1,0
40.0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.48,35.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,4,1,0
100.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.66,33.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,1,0
100.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.66,41.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,1,0
100.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.66,42.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10,1,0
100.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.66,53.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10,1,0
160.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,31.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,11,1,1
160.0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,39.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,11,1,1
160.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,35.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
160.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,41.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,11,1,1
160.0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,49.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,11,1,1
160.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0.42,45.5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11,1,1
64.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,0,1
150.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.57,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,0,0
70.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,29.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1
70.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,35.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1
70.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,49.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1
70.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,50.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1
70.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,59.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1
70.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,60.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1
150.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,7,0,0
95.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.56,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,1,1
95.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.56,28.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10,1,1
50.0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0.58,52.0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,1,1
